code,description
"int main() {
  int i;
  double x, pi, sum = 0.0;
  double start_time, run_time;

  step = 1.0 / (double)num_steps;

  start_time = omp_get_wtime();

#pragma omp target teams distribute parallel for simd private(x) reduction(+:sum) map(sum)
  for (i = 1; i <= num_steps; i++) {
    x = (i - 0.5) * step;
    sum = sum + 4.0 / (1.0 + x * x);
  }

  pi = step * sum;
  run_time = omp_get_wtime() - start_time;
  printf(""\n pi with %ld steps is %lf in %lf seconds\n "", num_steps, pi,
         run_time);
}","Function Name: main
Parameters: None
Description: This function returns a int and uses OpenMP for managing threads and parallel sections; displays output to the console; estimates the value of Pi using numerical methods; serves as the main entry point for program execution."
"int main(int argc, char ** argv)
{
    factorize();
    return 0;
}","Function Name: main
Parameters: int argc, char ** argv
Description: This function returns a int and serves as the main entry point for program execution."
"void factorize() {
    std::vector< std::vector<int> > ratings = load_csv(""../data.txt"");

    int maxUserId = 7;
    int maxUMovieId= 9;
    int cols = maxUMovieId, rows = maxUserId;

    for (int i = 4; i < 5; ++i) {
        cout << ""Thread number: "" << i << endl;
        als(ratings, maxUserId, maxUMovieId, 4, 1);
    }
}","Function Name: factorize
Parameters: None
Description: This function returns a void and executes a general set of operations."
"void als(std::vector<std::vector<int>> ratings, int maxUserId, int maxMovieId, int rank, int threadNumber) {

    MatrixXd U = MatrixXd::Random(maxUserId, rank);
    MatrixXd M = MatrixXd::Random(rank, maxMovieId);

    MatrixXd A = MatrixXd::Zero(maxUserId, maxMovieId);
    MatrixXd W = MatrixXd::Zero(maxUserId, maxMovieId);
    for (int i = 0; i < ratings.size(); ++i) {
        int ui = ratings.at(i).at(0) - 1; // userId index
        int mi = ratings.at(i).at(1) - 1; // movieId index
        int ri = ratings.at(i).at(2); // rating
        A(ui, mi) = ri;
        W(ui, mi) = 1;
    }

    cout << A << endl << endl;
    double Eta = 0.03;
    double eta = Eta;
    int maxIteration = 2000;
    cout << U * M << endl << endl;

    int ui, mi, ri;
    double error;
    Eigen::VectorXd tempU;
    std::vector<double> errorHistory;

    double start = omp_get_wtime();
    for (int iteration = 0; iteration < maxIteration; ++iteration) {

        #pragma omp parallel for num_threads(threadNumber) schedule(static) private(ui, mi, ri, error, tempU)
        for (int i = 0; i < ratings.size(); ++i) {
            ui = ratings.at(i).at(0) - 1; // userId index
            mi = ratings.at(i).at(1) - 1; // movieId index
            ri = ratings.at(i).at(2); // rating
            error = ri - U.row(ui) * M.col(mi);

            tempU = U.row(ui) + eta * error * M.col(mi).transpose();
            M.col(mi) = M.col(mi) + eta * error * U.row(ui).transpose();
            U.row(ui) = tempU;
        }

        if (iteration % ((int) maxIteration / 15) == 0) {
            eta *= 0.8;
            errorHistory.push_back(W.cwiseProduct(A - U * M).array().square().sum());
        }
    }
    double elapsed = omp_get_wtime() - start;
    cout << ""elapsed: "" << elapsed << endl;
    cout << ""error:"" << endl;
    for (int j = 0; j < errorHistory.size(); ++j) {
        cout << ""error: "" << errorHistory.at(j) << endl;
    }
    cout << U * M << endl << endl;
//    mat2csv(A);
    mat2csv(U*M);
}","Function Name: als
Parameters: std::vector<std::vector<int>> ratings, int maxUserId, int maxMovieId, int rank, int threadNumber
Description: This function returns a void and performs parallel execution using OpenMP directives."
"void mat2csv(MatrixXd mat) {
    std::stringstream buf;
    for (int i = 0; i < mat.rows(); ++i) {

        for (int j = 0; j < mat.cols(); ++j) {
            buf << mat(i, j) << "", "";
        }
        buf << ""\n"";
    }
    cout << endl << buf.str() << endl;
}","Function Name: mat2csv
Parameters: MatrixXd mat
Description: This function returns a void and executes a general set of operations."
"void avg();
void avg_reduction();
int main() {
//    avg();
    avg_reduction();
    return 0;
}","Function Name: main
Parameters: None
Description: This function returns a int and serves as the main entry point for program execution."
"void avg_round_robin() {
    int N = 600000000;
    double tavg = 0;

    double timer_start = omp_get_wtime();
    omp_set_num_threads(16);
    #pragma omp parallel
    {
        double avg;
        int id = omp_get_thread_num();
        int nthreads = omp_get_num_threads();

        for (int i = id; i < N; i+=nthreads) {
            avg += i;
        }
        #pragma omp atomic
        tavg += avg;
    }
    double timer_elapsed = omp_get_wtime() - timer_start;
    tavg = tavg / N;

    std::cout << tavg << "" took "" << timer_elapsed << std::endl;
    //     1 threads took 2.1
    //     4 threads took 0.7
    //    48 threads took 0.65
}","Function Name: avg_round_robin
Parameters: None
Description: This function returns a void and performs parallel execution using OpenMP directives."
"void  avg_reduction() {
    int N = 600000000;
    int j = 0;
    double tavg = 0;

    double timer_start = omp_get_wtime();
    omp_set_num_threads(48);

    #pragma omp parallel for reduction(+:tavg)
    for (j = 0; j < N; ++j) {
        tavg += j;
    }

    double timer_elapsed = omp_get_wtime() - timer_start;
    tavg = tavg / N;

    std::cout << tavg << "" took "" << timer_elapsed << std::endl;
    //     1 threads took 2.1
    //     4 threads took 0.69
    //    48 threads took 0.65
}","Function Name: avg_reduction
Parameters: None
Description: This function returns a void and performs parallel execution using OpenMP directives."
"int main() {
    compare_cases();
    return 0;
}","Function Name: main
Parameters: None
Description: This function returns a int and uses OpenMP for managing threads and parallel sections; serves as the main entry point for program execution."
"void compare_cases() {
    int a=1, b=2, c=3, t=4;
    omp_set_num_threads(3);
    #pragma omp parallel private(a), firstprivate(b)
    {
        // a will be private and, but not be initialized
        // b will be private and initialized
        // c will be shared;
        // t will be local; that is it is private.
        int t = 5;

        static int s = 8; // will be shared.
        if (omp_get_thread_num() == 0)
            s = 2;

        printf(""thread id: %d, a: %d, b: %d, c: %d, t: %d, s: %d, G: %f, \n"", omp_get_thread_num(), a, b, c, t, s, G);
        a = 21;
        b = 22;
        c = 23;
        t = 24;
    }

    printf(""\nout of the parallel region\n"");
    printf(""thread id: %d, a: %d, b: %d, c: %d, t: %d, G: %f, \n"", omp_get_thread_num(), a, b, c, t, G);

//    OUTPUT:
//    thread id: 0, a: 0, b: 2, c: 3, t: 5, s: 2, G: 2.100000,
//    thread id: 2, a: 32752, b: 2, c: 3, t: 5, s: 2, G: 2.100000,
//    thread id: 1, a: 32767, b: 2, c: 3, t: 5, s: 2, G: 2.100000,
//
//    out of the parallel region
//    thread id: 0, a: 1, b: 2, c: 23, t: 4, G: 2.100000,
}","Function Name: compare_cases
Parameters: None
Description: This function returns a void and performs parallel execution using OpenMP directives; displays output to the console."
"#include <iostream>
#include <omp.h>
int main() {
    
    int heap_sum = 0;
    omp_set_num_threads(3);
    #pragma omp parallel
    {
        int stack_sum=0;
        stack_sum++;
        heap_sum++;
        printf(""stack sum is %d\n"", stack_sum);
        printf(""heap sum is %d\n"", heap_sum);
    }
    std::cout << ""final heap sum is "" << heap_sum << std::endl;

//    output:
//    stack sum is 1
//    stack sum is 1
//    stack sum is 1
//    heap sum is 3
//    heap sum is 3
//    heap sum is 3
//    final heap sum is 3
    return 0;
}","Function Name: main
Parameters: None
Description: This function returns a int and performs parallel execution using OpenMP directives; displays output to the console; serves as the main entry point for program execution."
"int main() {
    #pragma omp parallel
    {
        int ID = omp_get_thread_num();
        printf(""hello  %d\n"", ID);
        printf(""hello again %d\n"", ID);
    }
//    output:
//    hello  1
//    hello  0
//    hello  3
//    hello  2
//    hello again 1
//    hello again 0
//    hello again 3
//    hello again 2
    return 0;
}","Function Name: main
Parameters: None
Description: This function returns a int and performs parallel execution using OpenMP directives; displays output to the console; serves as the main entry point for program execution."
"void integral_reduction();
void integral_better_reduction();
int main() {
//    integral_roundrobin();
    integral_reduction();
}","Function Name: main
Parameters: None
Description: This function returns a int and serves as the main entry point for program execution."
"void integral_roundrobin() {
    int NTHREADS = 48, nthreads;
    long num_steps = 100000000;
    double step = 0;
    double pi = 0.0;
    double sum[NTHREADS];

    step = 1.0 / (double) num_steps;
    double timer_start = omp_get_wtime();
    omp_set_num_threads(NTHREADS);

    #pragma omp parallel
    {
        int i, id, lnthreads;
        double x;

        lnthreads = omp_get_num_threads();
        id = omp_get_thread_num();
        if (id == 0)
            nthreads = lnthreads;

        for (i = id, sum[id]=0; i < num_steps; i+=lnthreads) {
            x = (i+0.5) * step;
            sum[id] += 4.0 / (1.0 + x*x);
        }

    }
    for (int i = 0; i < nthreads; ++i) {
        pi += sum[i] * step;
    }

    double timer_took = omp_get_wtime() - timer_start;
    std::cout << pi << "" took "" << timer_took;

    // 1 threads  --> 0.57 seconds.
    // 4 threads  --> 1.34 seconds.
    // 24 threads --> 0.59 seconds.
    // 48 threads --> 0.46 seconds.
}","Function Name: integral_roundrobin
Parameters: None
Description: This function returns a void and performs parallel execution using OpenMP directives; estimates the value of Pi using numerical methods."
"void integral_atomic() {
    int NTHREADS = 4;
    long num_steps = 100000000;
    double step = 0;
    double pi = 0.0;

    step = 1.0 / (double) num_steps;
    double timer_start = omp_get_wtime();
    omp_set_num_threads(NTHREADS);

    #pragma omp parallel
    {
        int i, id, lnthreads;
        double x, sum = 0;

        lnthreads = omp_get_num_threads();
        id = omp_get_thread_num();

        for (i = id; i < num_steps; i+=lnthreads) {
            x = (i+0.5) * step;
            sum += 4.0 / (1.0 + x*x);
        }

        #pragma omp atomic
        pi += sum * step;

    }

    double timer_took = omp_get_wtime() - timer_start;
    std::cout << pi << "" took "" << timer_took;
    // 1 threads  --> 0.53 seconds.
    // 4 threads  --> 0.25 seconds.
    // 24 threads --> 0.24 seconds.
    // 48 threads --> 0.21 seconds.
}","Function Name: integral_atomic
Parameters: None
Description: This function returns a void and performs parallel execution using OpenMP directives; estimates the value of Pi using numerical methods."
"void integral_reduction() {
    int NTHREADS = 48;
    long num_steps = 100000000;
    double step = 0;
    double pi = 0.0;
    double sum = 0;
    int i = 0;

    step = 1.0 / (double) num_steps;

    omp_set_num_threads(NTHREADS);
    double timer_start = omp_get_wtime();

    #pragma omp parallel for reduction(+:sum)
    for (i = 0; i < num_steps; ++i) {
        int x = (i+0.5) * step;
        sum += 4.0 / (1.0 + x*x);
    }

    pi = sum * step;

    double timer_took = omp_get_wtime() - timer_start;
    std::cout << pi << "" took "" << timer_took;
    // 1 threads  --> 0.55 seconds.
    // 4 threads  --> 0.24 seconds.
    // 24 threads --> 0.24 seconds.
    // 48 threads --> 0.23 seconds.
}","Function Name: integral_reduction
Parameters: None
Description: This function returns a void and performs parallel execution using OpenMP directives; estimates the value of Pi using numerical methods."
"void integral_better_reduction() {
    // this version is better because it can work in the case of non-threaded environments.
    int NTHREADS = 48;
    long num_steps = 100000000;
    double step = 0;
    double pi = 0.0;
    double sum = 0;
    int i = 0, x;

    step = 1.0 / (double) num_steps;

    omp_set_num_threads(NTHREADS);
    double timer_start = omp_get_wtime();

    #pragma omp parallel for private(x) reduction(+:sum)
    for (i = 0; i < num_steps; ++i) {
        x = (i+0.5) * step;
        sum += 4.0 / (1.0 + x*x);
    }

    pi = sum * step;

    double timer_took = omp_get_wtime() - timer_start;
    std::cout << pi << "" took "" << timer_took;
    // 1 threads  --> 0.55 seconds.
    // 4 threads  --> 0.24 seconds.
    // 24 threads --> 0.24 seconds.
    // 48 threads --> 0.23 seconds.
}","Function Name: integral_better_reduction
Parameters: None
Description: This function returns a void and performs parallel execution using OpenMP directives; estimates the value of Pi using numerical methods."
"int main() {
    srand(12);
    Queue queue;

    #pragma omp parallel for
    for (int i = 0; i < 500; ++i) {
        queue.add(i);
    }

    size_t totalProcessedCounter = 0;
    double timer_started = omp_get_wtime();
    omp_set_num_threads(5);
    #pragma omp parallel
    {
        Node *n;
        size_t processedCounter = 0;
        double started = omp_get_wtime();

        while ((n = queue.remove()) != NULL) {
            processNode(n);
            processedCounter++;
        }

        double elapsed = omp_get_wtime() - started;
        printf(""Thread id: %d,  processed: %d nodes, took: %f seconds \n"",
               omp_get_thread_num(), processedCounter, elapsed);
        #pragma omp atomic
        totalProcessedCounter += processedCounter;
    }

    double elapsed = omp_get_wtime() - timer_started;
    std::cout << ""end. processed "" << totalProcessedCounter <<"" nodes. took "" << elapsed << "" in total "" << std::endl;
//    Thread id: 4,  processed: 100 nodes, took: 5.114557 seconds
//    Thread id: 0,  processed: 111 nodes, took: 5.118820 seconds
//    Thread id: 2,  processed: 102 nodes, took: 5.125992 seconds
//    Thread id: 3,  processed: 95 nodes, took: 5.158186 seconds
//    Thread id: 1,  processed: 92 nodes, took: 5.173112 seconds
//    end. processed 500 nodes. took 5.17337 in total

    return 0;
}","Function Name: main
Parameters: None
Description: This function returns a int and performs parallel execution using OpenMP directives; displays output to the console; serves as the main entry point for program execution."
